feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroides.cellulosilyticus	diagnosis	UC	-15.5190048839558	3.79751538162287	1595	526	4.59544585863603e-05	0.000210423047211229
Bacteroides.intestinalis	CD_dysbiosis	CD_dysbiosis	-3.70370312178475	0.914088385694123	1595	193	5.32788970006493e-05	0.000241420002034192
Coprococcus.comes	diagnosis	UC	11.5917278356441	2.86558437819817	1595	848	5.47973635801556e-05	0.000245740754199667
Parabacteroides.distasonis	dysbiosis	dysbiosis	-1.27167822740884	0.315147121337153	1595	935	5.71508353730763e-05	0.000253679728441716
Coprococcus.comes	UC_dysbiosis	UC_dysbiosis	-5.19252914314598	1.29243479376937	1595	848	6.15322955254565e-05	0.000270369177308824
Bacteroides.salyersiae	diagnosis	UC	9.07498392772435	2.28461176184225	1595	167	7.43898242301225e-05	0.000323595735401033
Bacteroides.dorei	dysbiosis	dysbiosis	-1.35373908054959	0.345560393757437	1595	1048	9.3258431899369e-05	0.000398059981435246
Clostridium.symbiosum	UC_dysbiosis	UC_dysbiosis	-5.89503517233084	1.50486822995633	1595	801	9.3338202543437e-05	0.000398059981435246
Bacteroides.salyersiae	UC_dysbiosis	UC_dysbiosis	-4.02830098274582	1.03040474177776	1595	167	9.6403266651168e-05	0.000407140009643282
Veillonella.parvula	UC_dysbiosis	UC_dysbiosis	-5.95838961442811	1.53868728224328	1595	853	0.000112146087865096	0.000469072579051123
Bacteroides.cellulosilyticus	UC_dysbiosis	UC_dysbiosis	6.56296082357448	1.71275396614559	1595	526	0.000132154309825261	0.000547496426418939
Bifidobacterium.bifidum	diagnosis	UC	10.9615592097867	2.90587589813533	1595	425	0.00016774698748943	0.000688395656206623
Eubacterium.hallii	CD_dysbiosis	CD_dysbiosis	4.65687322201712	1.24252418444106	1595	923	0.000184693378306558	0.000750856257601429
Bacteroides.ovatus	diagnosis	CD	10.7553315494887	2.88675361526939	1595	1319	0.000201546483109444	0.000811784445857481
Veillonella.parvula	diagnosis	UC	12.7003034815591	3.41157500570614	1595	853	0.000203970941214118	0.00081401247181781
Barnesiella.intestinihominis	diagnosis	CD	-10.9432123779689	2.96500870842572	1595	484	0.000231108784690766	0.000908768825298617
Eubacterium.sp.3.1.31	diagnosis	CD	5.81553660194153	1.57648533077209	1595	217	0.000232790707854986	0.000908768825298617
Roseburia.intestinalis	dysbiosis	dysbiosis	-1.25360023270576	0.339948764921751	1595	1001	0.00023398185846769	0.000908768825298617
Bifidobacterium.bifidum	UC_dysbiosis	UC_dysbiosis	-4.80333412434928	1.31060706001175	1595	425	0.000255498913911204	0.000983557765941359
Bacteroides.massiliensis	dysbiosis	dysbiosis	-1.29195509204461	0.356604883108622	1595	577	0.000300446367714705	0.00113896363585687
Veillonella.unclassified	dysbiosis	dysbiosis	1.02477754348717	0.282903258327506	1595	995	0.000301105329019631	0.00113896363585687
Eubacterium.sp.3.1.31	CD_dysbiosis	CD_dysbiosis	-2.98275359449029	0.825128932485121	1595	217	0.000309843838384844	0.00116191439394316
Bacteroides.massiliensis	UC_dysbiosis	UC_dysbiosis	-7.42563373383021	2.08520574001283	1595	577	0.000380184065946455	0.00141350486057015
Clostridium.nexile	CD_dysbiosis	CD_dysbiosis	-3.63877205098571	1.0264432514485	1595	273	0.00040394298900142	0.00148911186623405
Veillonella.dispar	UC_dysbiosis	UC_dysbiosis	-4.32030863704568	1.22212544518791	1595	495	0.00041934183842773	0.00153288823290809
Bacteroides.eggerthii	dysbiosis	dysbiosis	-0.936880508058745	0.267410476985054	1595	309	0.000471860672185144	0.00171049493667115
Ruminococcus.gnavus	diagnosis	CD	9.09725907038201	2.60884204684113	1595	970	0.000501608334269515	0.00180330268931603
Parasutterella.excrementihominis	diagnosis	CD	-9.32178503416847	2.68937837561339	1595	759	0.000542024698797835	0.00193262904899228
Bacteroides.massiliensis	diagnosis	UC	15.9923645108828	4.62331486487062	1595	577	0.000556363624575739	0.00196762745276786
Veillonella.atypica	dysbiosis	dysbiosis	0.76531690635417	0.221594541363255	1595	524	0.000567511636100072	0.00199086743309299
Odoribacter.splanchnicus	UC_dysbiosis	UC_dysbiosis	1.95871918018394	0.573641146796443	1595	662	0.00065497771036544	0.00227932243207173
Veillonella.dispar	diagnosis	UC	9.24431345098558	2.70969460185696	1595	495	0.000662095237841749	0.00228580498778699
Ruminococcus.obeum	UC_dysbiosis	UC_dysbiosis	3.61417737830044	1.06074102155599	1595	1346	0.000672661951789554	0.00230399959864926
Parasutterella.excrementihominis	CD_dysbiosis	CD_dysbiosis	4.76009169678755	1.40761468870227	1595	759	0.000737939840706182	0.00250784242739991
Clostridium.hathewayi	diagnosis	UC	11.1601618123711	3.31546212963264	1595	757	0.000780583472744651	0.00263220008251103
Alistipes.onderdonkii	diagnosis	CD	-10.3513238895887	3.10903209589782	1595	896	0.000890138211438573	0.00297853939981369
Streptococcus.salivarius	diagnosis	UC	9.39612088404851	2.84548229273415	1595	582	0.000980871529838292	0.00325709248457753
Ruminococcus.gnavus	CD_dysbiosis	CD_dysbiosis	-4.39099149692353	1.36546215249467	1595	970	0.00132718160352867	0.00437366664799221
Bacteroides.ovatus	diagnosis	UC	11.7496530353014	3.6627933544741	1595	1319	0.00136400931033223	0.00446123345860541
Bifidobacterium.longum	CD_dysbiosis	CD_dysbiosis	-4.65872489248712	1.46305797298396	1595	1002	0.00147949350982042	0.0048028334087454
Bacteroides.ovatus	CD_dysbiosis	CD_dysbiosis	-4.79481175567282	1.51092045223677	1595	1319	0.00153529295180629	0.00494705506693138
Escherichia.coli	diagnosis	UC	9.79967284884801	3.0950213880162	1595	975	0.00157338853134327	0.00503252949363473
Roseburia.inulinivorans	dysbiosis	dysbiosis	-0.838311807211688	0.265703427365634	1595	1074	0.00163468453936803	0.00519042171259192
Clostridium.nexile	diagnosis	CD	6.17031950489514	1.96111500284563	1595	273	0.00168398223392471	0.00530820486780616
Bacteroides.stercoris	diagnosis	UC	16.4434436191696	5.24873692072735	1595	1063	0.00176284892642377	0.00543328178333154
Clostridium.bolteae	diagnosis	CD	8.58236305783769	2.7410599307939	1595	1138	0.00177362301892662	0.00543328178333154
Clostridium.hathewayi	UC_dysbiosis	UC_dysbiosis	-4.68722569734199	1.49533848884822	1595	757	0.0017526101015474	0.00543328178333154
Klebsiella.pneumoniae	dysbiosis	dysbiosis	0.496264605016152	0.158389148832607	1595	171	0.00176070126335608	0.00543328178333154
Acidaminococcus.unclassified	dysbiosis	dysbiosis	-0.710503119405622	0.227295363603613	1595	194	0.00180469510360755	0.0054898067837013
Streptococcus.salivarius	UC_dysbiosis	UC_dysbiosis	-3.97944420946864	1.28336835870688	1595	582	0.00196402639595652	0.00593299640445199
Haemophilus.parainfluenzae	CD_dysbiosis	CD_dysbiosis	-4.43057095594543	1.43192251357485	1595	887	0.00200824430981028	0.00602473292943083
Barnesiella.intestinihominis	CD_dysbiosis	CD_dysbiosis	4.74914868599914	1.55187899477264	1595	484	0.00224849127108329	0.00660874123595426
Clostridium.clostridioforme	diagnosis	UC	8.85991486397133	2.89335094514107	1595	518	0.00223430081914651	0.00660874123595426
Roseburia.unclassified	dysbiosis	dysbiosis	-0.966402020639574	0.315688871444501	1595	513	0.00224110446907761	0.00660874123595426
Bifidobacterium.longum	diagnosis	CD	8.53948601173822	2.79530791088815	1595	1002	0.00228853052969952	0.00668128040549859
Bacteroides.stercoris	UC_dysbiosis	UC_dysbiosis	-7.18886435201104	2.36728336157226	1595	1063	0.00243029380516925	0.00704785203499083
Klebsiella.pneumoniae	CD_dysbiosis	CD_dysbiosis	2.56657283042138	0.84707291027805	1595	171	0.0024855673382742	0.00716040921953163
Bifidobacterium.pseudocatenulatum	dysbiosis	dysbiosis	-0.480842158469582	0.160400857643224	1595	230	0.00276198305635425	0.00790435940469802
Ruminococcus.obeum	diagnosis	UC	-7.02519533711685	2.35187331332959	1595	1346	0.00285984894889367	0.00813094308999182
Bacteroides.cellulosilyticus	diagnosis	CD	-8.91605677222701	2.99293195002395	1595	526	0.00293540304076926	0.00829156053723786
Escherichia.coli	UC_dysbiosis	UC_dysbiosis	-4.14447589391461	1.39591538806744	1595	975	0.00303243536426925	0.00851038311907821
Veillonella.unclassified	CD_dysbiosis	CD_dysbiosis	-4.46902573847347	1.51298045431058	1595	995	0.00318512180209609	0.00888158964046024
Dorea.longicatena	diagnosis	CD	-7.37544294470294	2.52651517341867	1595	1063	0.00355854146003044	0.00985965308989326
Barnesiella.intestinihominis	diagnosis	UC	-10.8021719443264	3.76208559529805	1595	484	0.00414172988888243	0.0114028639345814
Klebsiella.pneumoniae	diagnosis	CD	-4.61198491396428	1.6184113349726	1595	171	0.0044324998707778	0.0121266505898638
Veillonella.parvula	CD_dysbiosis	CD_dysbiosis	-4.00579613952547	1.40729163553953	1595	853	0.00447763797340514	0.0121735782401952
Clostridium.clostridioforme	UC_dysbiosis	UC_dysbiosis	-3.68106068739833	1.30495806039992	1595	518	0.00484953667681387	0.0131027854311431
Haemophilus.parainfluenzae	diagnosis	CD	7.71152338122982	2.73582072883349	1595	887	0.00488125721539437	0.0131070795598552
Bacteroides.intestinalis	UC_dysbiosis	UC_dysbiosis	-2.80172090834783	0.999434757085449	1595	193	0.00511963348636521	0.0136628255617722
Peptostreptococcaceae.noname.unclassified	UC_dysbiosis	UC_dysbiosis	-3.3732289350756	1.20471370062764	1595	423	0.0051716837796471	0.013717575878942
Bacteroides.fragilis	UC_dysbiosis	UC_dysbiosis	6.27724953508252	2.24611466015511	1595	891	0.00525697327936356	0.0138592931910494
Parabacteroides.distasonis	diagnosis	CD	8.96302102730878	3.22015540278626	1595	935	0.00544273009011336	0.0142625758385501
Bacteroides.caccae	diagnosis	UC	-12.1977154888004	4.404067635975	1595	1072	0.00567696501523499	0.0147873040816001
Bacteroides.cellulosilyticus	CD_dysbiosis	CD_dysbiosis	4.31341781211545	1.56649395761546	1595	526	0.00596243277534943	0.0154384420076012
Bacteroides.intestinalis	diagnosis	UC	6.01737961312229	2.21594516082288	1595	193	0.00668942915416659	0.0172183531482986
Alistipes.onderdonkii	CD_dysbiosis	CD_dysbiosis	4.41505124012055	1.62726051697149	1595	896	0.00673603965108401	0.0172363367542444
Veillonella.unclassified	diagnosis	CD	7.70051454493332	2.89068944023306	1595	995	0.0078020809653114	0.0198473989468448
Peptostreptococcaceae.noname.unclassified	diagnosis	UC	7.05333843813362	2.6710893093891	1595	423	0.00835645507668632	0.0211340578974334
Clostridium.bolteae	diagnosis	UC	9.11529671572116	3.47793315148934	1595	1138	0.0088535706597544	0.0222618684219258
Bacteroides.ovatus	UC_dysbiosis	UC_dysbiosis	-4.30518002755478	1.65199168788258	1595	1319	0.00924478916285276	0.0231119729071319
Burkholderiales.bacterium.1.1.47	diagnosis	UC	8.81546702197032	3.40937658579099	1595	731	0.00980777287627652	0.0243793211496016
Ruminococcus.bromii	diagnosis	UC	-9.06697781571175	3.51502541107591	1595	512	0.00998374095567029	0.0246757233847533
Veillonella.parvula	diagnosis	CD	6.92206826165675	2.68876115259277	1595	853	0.0101299295389461	0.0248955895448675
Dorea.longicatena	CD_dysbiosis	CD_dysbiosis	3.38917324274868	1.32237244918062	1595	1063	0.0104701195613125	0.0255870899391626
Bacteroides.caccae	UC_dysbiosis	UC_dysbiosis	5.05856915974611	1.98632093689271	1595	1072	0.0109682169097437	0.0266546053393212
Haemophilus.parainfluenzae	dysbiosis	dysbiosis	0.68011599219651	0.267746713851255	1595	887	0.011175112172806	0.0270065210842812
Bacteroides.fragilis	diagnosis	UC	-12.5656666338092	4.9800818678137	1595	891	0.0117266023129985	0.0281827182660461
Clostridium.hathewayi	diagnosis	CD	6.57474905839294	2.61301180895584	1595	757	0.0119620724370064	0.0285906676378999
Parabacteroides.merdae	diagnosis	UC	10.3131690281002	4.12032878386622	1595	911	0.0124143722028465	0.0295095732690613
Clostridium.hathewayi	CD_dysbiosis	CD_dysbiosis	-3.39506788528288	1.3676445967555	1595	757	0.0131519551795991	0.0310929375169869
Coprobacillus.unclassified	diagnosis	CD	4.64761090924101	1.87989297760913	1595	415	0.0135296995735793	0.0318130773757135
Streptococcus.salivarius	diagnosis	CD	5.52126187416135	2.24260707629102	1595	582	0.0139226165792523	0.0325609581288966
Coprobacter.fastidiosus	dysbiosis	dysbiosis	-0.377331991536431	0.155374953962235	1595	177	0.0152706999087457	0.0355227511246223
Parabacteroides.merdae	CD_dysbiosis	CD_dysbiosis	4.09950350904147	1.69965608949217	1595	911	0.0159797227263885	0.0369743584360586
Streptococcus.salivarius	CD_dysbiosis	CD_dysbiosis	-2.81038901615298	1.17377557959092	1595	582	0.0167667104897172	0.0385900479525236
Eubacterium.ventriosum	diagnosis	CD	-6.35596399667776	2.65679179071696	1595	627	0.0168566497092201	0.0385928559132144
Parabacteroides.merdae	diagnosis	CD	-7.73477161272835	3.24735054965506	1595	911	0.0173420114068031	0.039496203989316
Bacteroides.eggerthii	diagnosis	CD	-6.49975488847934	2.73238507961443	1595	309	0.0174873871266095	0.0396198614587246
Clostridium.bolteae	CD_dysbiosis	CD_dysbiosis	-3.40185962148134	1.43466470028365	1595	1138	0.0178496747154345	0.0401181431962636
Burkholderiales.bacterium.1.1.47	dysbiosis	dysbiosis	-0.623325199050067	0.262971563560877	1595	731	0.0178917696093681	0.0401181431962636
Parabacteroides.merdae	UC_dysbiosis	UC_dysbiosis	-4.38592548755843	1.85834914600789	1595	911	0.0183893427690669	0.0410223800233031
Bacteroides.salyersiae	dysbiosis	dysbiosis	-0.414526832281011	0.176216358628462	1595	167	0.0187754045163359	0.0414583805309954
Sutterella.wadsworthensis	diagnosis	UC	-9.54679230232456	4.05644898618989	1595	432	0.0187196009689761	0.0414583805309954
Roseburia.inulinivorans	CD_dysbiosis	CD_dysbiosis	-3.32747995545082	1.42099491757055	1595	1074	0.0193214271381446	0.0424485899247116
Roseburia.inulinivorans	UC_dysbiosis	UC_dysbiosis	-3.59699925616263	1.55367000881796	1595	1074	0.0207308687417596	0.0453162206164091
Roseburia.hominis	diagnosis	CD	-6.71336637184413	2.91977767251444	1595	1061	0.0216186090116522	0.0470204746003436
Alistipes.shahii	diagnosis	CD	-6.56345876085775	2.88451167024216	1595	757	0.023013748047534	0.0496110679835501
Streptococcus.salivarius	dysbiosis	dysbiosis	0.499314100840437	0.219477346891993	1595	582	0.0230377832935106	0.0496110679835501
Parabacteroides.goldsteinii	diagnosis	UC	-5.01565261382901	2.20931895242534	1595	187	0.023327300920647	0.0499870734013864
